{52.52, 13.38}
{51.68, 11.87}
{50.93, 9.55}
{48.5,12.92}
{51.43, 12.5}
{51.47, 13.62}
{50.37,7.61}
{48.25, 10.98}
{50.62, 7.98}
{50.7, 13.08}
{48.03,10.92}
{48.22, 12.6}
{50.4, 10.82}
{53.33,8.92}
{49.42, 8.28}
{49.48, 10.88}
{50.53, 10.75}
{48.32,12.28}
{50.1, 11.6}
{54.12, 13.83}
{51.97,10.02}
{48.08, 10.07}
{54.67, 8.92}
{49.93, 6.63}
{48.43, 11.35}
{50.93, 12.42}
{51.43, 12.03}
{50.28, 7.67}
{51.58, 10.78}
{49.04, 9.91}
{48.57, 13.1}
{48.97, 12.38}
{47.83, 8.97}
{47.57, 9.67}
{51.03, 12.37}
{47.87, 12.70}
{48.08,7.82}
{53.62, 9.67}
{49.58, 12.53}
{48.23, 8.35}
{48.93, 10.07}
{51.12, 10.83}
{52.77, 9.}
{53.53, 10.32}
{50.1, 11.93}
{53.78, 11.05}
{49.36, 8.8}
{49.1, 9.38}
{49.37, 7.770}
{50.68, 11.53}
{47.95, 12.18}
{53.43, 9.62}
{50.5, 10.63}
{48.23, 11.93}
{48.13, 8.70}
{53.37, 9.72}
{50.33, 11.6}
{48.65,13.42}
{50.62, 9.5}
{49.19, 9.64}
{50.2, 11.35}
{52.9,7.62}
{49.54, 8.07}
{49.88, 10.62}
{47.85, 10.13}
{50.07, 10.13}
{51.4, 11.38}
{48.05,7.93}
{51.18, 10.27}
{54.13, 9.42}
{53.5, 10.38}
{54.22,8.92}
{50.68, 9.22}
{47.72, 9.68}
{53.78, 9.32}
{49.29, 8.35}
{47.77,12.47}
{49.48, 8.8}
{50.72, 10.35}
{47.95, 12.85}
{51.68,10.85}
{53.67, 13.88}
{47.7, 8.75}
{54.33, 8.78}
{51.22, 14.15}
{48.82,12.8}
{51.4, 11.98}
{50.83, 13.42}
{48., 10.13}
{51.45, 11.67}
{50.48, 12.4}
{49.77, 8.36}
{49.38, 9.51}
{50.92, 10.92}
{49.07, 10.08}
{49.57, 11.13}
{51.88, 11.17}
{50.27, 11.47}
{51.08, 11.6}
{54.08, 12.27}
{50.55, 12.47}
{52.92, 11.11}
{51.32, 10.5}
{51.35, 13.5}
{47.77, 9.72}
{49.88, 8.27}
{50.85, 10.1}
{49.55, 8.31}
{49.22, 7.7}
{50.83, 10.33}
{49.56, 8.24}
{51.12, 14.45}
{47.83, 11.92}
{48.7, 8.68}
{51.07, 14.43}
{53.85, 11.47}
{49.45, 10.32}
{51.13, 14.25}
{51.28, 10.73}
{51.02, 9.93}
{48.13, 8.05}
{52.58, 7.73}
{53.73, 11.72}
{52.17, 11.}
{49.67, 10.73}
{52.92, 9.13}
{50.92, 14.07}
{54.47, 10.08}
{53.25, 12.05}
{52.6, 7.88}
{50.28, 7.62}
{48.43, 8.22}
{50.38, 10.6}
{54.12, 10.22}
{47.75, 11.58}
{50.9, 13.75}
{50.65, 11.43}
{52.9, 10.58}
{47.88, 10.67}
{50.65, 13.23}
{50.92, 14.15}
{50.25,11.22}
{47.75, 9.65}
{53.72, 9.65}
{49.15, 9.73}
{49.01, 9.15}
{48.30, 10.53}
{49.55, 7.47}
{52., 9.70}
{51.72, 13.38}
{51.63,11.62}
{50.72, 9.22}
{49.87, 7.83}
{48.93,9.03}
{50.15, 9.97}
{47.72, 12.9}
{49.65, 12.05}
{47.72, 11.15}
{49.58, 10.83}
{50.35,9.20}
{51.42, 12.8}
{48.65, 9.57}
{48.93, 8.75}
{50.67,12.27}
{49.41, 8.93}
{49.32, 11.95}
{48.92,12.6}
{48.4, 11.8}
{48.1, 10.57}
{48.17, 7.8}
{49.63, 11.55}
{48.95, 12.62}
{48.65, 8.82}
{50.23, 7.15}
{50.33, 10.70}
{51.42, 11.03}
{50.43, 10.13}
{49.25, 11.08}
{49.56, 8.32}
{51.4, 14.78}
{48.67, 9.57}
{48.42, 8.88}
{47.80,12.28}
{50.58, 11.03}
{48.05, 10.35}
{50.83, 10.43}
{48.85, 9.8}
{54.15, 9.07}
{48.05, 12.23}
{50.15, 7.72}
{51.55, 12.22}
{49.03, 13.}
{54.1, 12.02}
{51.4, 14.57}
{50.916667, 13.583333}
{48.17,12.62}
{47.9, 11.78}
{53.28, 11.78}
{51.17, 9.52}
{53.17, 9.68}
{48.78, 13.45}
{50.65, 11.42}
{54.17, 10.05}
{48.48, 11.25}
{48.43, 11.42}
{50.62, 12.27}
{53.63, 11.33}
{48.87, 8.82}
{53.75, 12.6}
{52.57, 9.13}
{52.58, 6.95}
{51.07, 14.5}
{50.63, 11.43}
{52.5, 12.68}
{51.65, 14.03}
{51.18, 14.18}
{48.07, 9.18}
{48.25, 10.8}
{49.12, 10.3}
{51.75, 9.38}
{48.4, 10.77}
{51.1, 10.72}
{47.72, 12.13}
{50.37, 7.47}
{52.95, 9.08}
{49.72,7.67}
{50.4, 9.13}
{49.27, 8.33}
{50.73, 8.42}
{48.47,11.83}
{48.58, 12.95}
{48.2, 12.35}
{49.77, 10.82}
{48.03,8.6}
{47.93, 12.38}
{50.38, 6.93}
{48.9, 8.18}
{47.93, 7.95}
{48.98, 13.3}
{49.42, 12.08}
{47.82, 11.48}
{48.98, 9.72}
{51.05, 11.70}
{48.65, 12.6}
{48.92, 12.82}
{50.30, 8.07}
{51.52, 12.35}
{47.83, 11.3}
{47.82, 9.32}
{49.43, 8.26}
{49.05,12.87}
{51.17, 14.5}
{49.53, 10.92}
{49.15, 11.02}
{52.6,14.25}
{48.12, 9.27}
{50.63, 9.85}
{49.82, 6.58}
{49.23, 10.73}
{48.52, 9.62}
{49.15, 11.97}
{49.42, 9.13}
{54.1, 12.77}
{47.63, 7.62}
{48.52, 9.4}
{49.2, 13.05}
{50.80, 13.42}
{51.05, 12.37}
{51.72, 12.4}
{50.37, 11.93}
{48.73, 8.67}
{50.4, 12.33}
{51.25, 10.83}
{48.07, 7.850}
{52.47, 8.38}
{50.4, 11.12}
{48.77, 11.68}
{49.95, 10.13}
{50.05, 9.52}
{48.15, 8.05}
{54.12, 11.98}
{48., 11.52}
{49.95,7.9}
{48.08, 12.27}
{47.65, 10.6}
{52.08, 9.72}
{49.37,7.63}
{53.62, 9.37}
{49.28, 10.27}
{49.65,11.07}
{53.77, 10.20}
{47.82, 8.87}
{52.87, 11.48}
{51.53, 14.53}
{49.73, 10.}
{51.02, 14.95}
{49.9, 6.7}
{49.35,10.62}
{51.03, 11.82}
{51.18, 12.47}
{50.48,7.8}
{53.58, 9.25}
{49.62, 7.2}
{48.08, 8.37}
{52.87,9.07}
{53.98, 9.97}
{49.05, 8.85}
{51.02,14.75}
{49.2, 10.70}
{50.35, 7.22}
{50.65, 9.17}
{50.80, 13.33}
{54.7, 9.25}
{52.95,11.95}
{54., 11.43}
{52.9,7.520}
{51.2, 12.97}
{48.7, 9.88}
{50.35, 10.}
{52.17,11.75}
{50.35, 7.25}
{54.17, 9.18}
{47.58,9.77}
{49.15, 12.35}
{48.75, 8.8}
{49.59, 8.2}
{52.65, 11.4}
{52.73, 12.58}
{47.93, 9.17}
{51.18,11.42}
{48.02, 11.48}
{47.67, 8.}
{49.30, 10.98}
{53.73, 13.1}
{47.73, 10.38}
{48.87, 8.87}
{53.65, 9.65}
{47.85,7.72}
{52.27,12.28}
{51.65, 12.3}
{49.87, 10.05}
{48.15, 12.}
{48.80, 12.65}
{54.53,13.55}
{53.80, 9.70}
{48.32, 8.22}
{50.73, 12.47}
{51.97, 13.6}
{49.79, 9.44}
{50.33, 11.85}
{52.97, 8.95}
{47.7, 10.87}
{47.82, 9.27}
{51.58, 11.5}
{49.05, 9.04}
{49.02, 9.1}
{51.33, 13.97}
{47.95, 7.78}
{47.77, 10.5}
{49.11, 8.25}
{50.47, 7.23}
{48.52, 11.9}
{49.37,7.93}
{49.52, 12.55}
{47.9, 10.08}
{49.88, 9.85}
{51.7,11.67}
{50.5, 10.}
{50.52, 10.98}
{47.95, 12.28}
{48.28,10.23}
{48.28, 12.6}
{49.2, 13.}
{49.67, 11.1}
{49.25, 9.16}
{48.93,9.65}
{49.1, 12.83}
{52.37, 10.92}
{49.95, 7.87}
{52.05, 9.9}
{49.45, 10.47}
{50.57,12.95}
{50.53, 7.770}
{48.25, 12.85}
{49.23, 11.47}
{49.37, 11.69}
{48.12, 12.55}
{49.85, 6.770}
{52.02,10.62}
{50.7, 10.37}
{48.27, 12.05}
{50.75, 9.47}
{50.93, 14.02}
{47.67, 9.70}
{49.2, 12.75}
{51.13, 13.18}
{53.18, 10.35}
{50.5, 13.02}
{49.71, 9.33}
{48.17, 10.83}
{54.07, 12.20}
{47.58, 9.73}
{48.77, 8.38}
{49.761406,8.802671}
{52.37, 9.4}
{49.18, 10.77}
{48.02, 8.77}
{48.17,9.1}
{50.78, 10.13}
{51.87, 10.9}
{53.88, 9.58}
{51.13,12.45}
{50.48, 9.87}
{50.15, 9.65}
{49.81, 8.06}
{52.30, 9.33}
{48.18, 8.42}
{49.02, 10.02}
{50.82, 10.67}
{53.22, 7.68}
{53.37, 10.38}
{51.5,11.87}
{48.05, 10.08}
{49.32, 11.5}
{48.2,12.70}
{52.12, 11.02}
{54.22, 12.98}
{49.65,12.42}
{51.57, 13.07}
{48.85, 8.83}
{51.12, 11.42}
{54.02,12.23}
{48.9, 12.47}
{50.48, 7.32}
{48.45, 9.65}
{50.4,10.20}
{50.58, 9.28}
{50.53, 11.3}
{53.68, 11.9}
{49.76,9.71}
{53.77, 9.70}
{50.4, 11.22}
{48.72, 8.35}
{52.55, 7.520}
{52.47, 10.72}
{48.02, 9.73}
{47.9, 8.1}
{49.79, 8.04}
{50.5, 7.5}
{52.22, 11.8}
{50.92, 12.85}
{49.38,12.22}
{49.12, 10.38}
{49.64, 8.21}
{49.87, 10.78}
{52.88, 10.65}
{51., 9.15}
{47.78, 12.22}
{51.48, 11.78}
{49.77, 8.34}
{53.88, 10.86}
{52.93, 10.77}
{50.65, 10.6}
{51.68, 9.95}
{49.13, 8.35}
{50.03, 11.35}
{53.38, 8.77}
{50.4, 7.7}
{48.28, 12.73}
{51.25, 13.12}
{51.28, 11.57}
{49.88, 7.83}
{51.23, 14.88}
{51.78, 11.3}
{47.93, 12.23}
{48.12, 12.20}
{48.5, 11.77}
{50.58, 7.23}
{48.07, 9.28}
{47.93, 7.75}
{50.02, 11.95}
{50.58, 12.82}
{50.55,12.70}
{51.83, 12.83}
{51.15, 10.83}
{50.72, 12.25}
{51.05, 13.02}
{50.77, 12.67}
{48.5, 13.15}
{49.95,10.87}
{49.97, 8.12}
{51.58,12.28}
{49.62, 11.92}
{48.28, 11.27}
{48.,12.18}
{47.73, 12.15}
{51.82, 11.28}
{47.9, 12.6}
{49.05, 9.52}
{48.83, 9.88}
{54.62,9.37}
{48.75, 10.95}
{47.68, 12.47}
{54.52,9.48}
{49.77, 9.31}
{50.82, 7.73}
{53.5, 13.08}
{47.82, 8.18}
{50.30, 12.05}
{49.32, 8.87}
{50.18,10.95}
{47.77, 11.32}
{49.17, 12.6}
{51.37, 14.17}
{48.02, 7.68}
{49.85, 6.57}
{54.55, 9.4}
{52.32, 11.02}
{52.27, 14.58}
{54.53, 9.82}
{49.79, 9.27}
{48.62, 8.13}
{53.6, 7.32}
{54.12, 12.20}
{54.32, 13.35}
{51.27, 14.33}
{53.88, 9.47}
{48.18, 10.48}
{48.38, 8.13}
{51.5, 13.55}
{51.15, 14.58}
{49.65,8.93}
{50.73, 10.85}
{48.72, 11.1}
{48.12,9.53}
{47.93, 10.08}
{49.63, 10.70}
{53.03, 10.32}
{53.78,9.92}
{52.62, 9.68}
{53.08, 11.48}
{50.05,10.15}
{48.82, 13.6}
{55.02, 8.43}
{51.38, 13.13}
{47.73,8.17}
{53.88, 11.6}
{52.87, 14.05}
{53.42,9.62}
{48.43, 11.97}
{51.05, 10.25}
{50.38,11.78}
{51.37, 10.08}
{52.68, 7.82}
{49.80,6.72}
{47.7, 10.8}
{49.67, 6.520}
{50.47, 7.78}
{49.80, 11.27}
{54.5, 9.6}
{47.98, 10.22}
{48.45, 8.55}
{49.73, 10.6}
{51.1,14.42}
{53.43, 8.75}
{48.1, 8.73}
{49.84, 8.22}
{52.92, 13.87}
{54.22, 9.28}
{54.13, 10.88}
{49.02, 12.38}
{48.82, 10.57}
{54.18, 10.75}
{50.5, 8.05}
{48.98, 8.25}
{49.45, 7.53}
{47.78, 7.9}
{54.05, 9.48}
{49.76, 9.8}
{51.18, 14.05}
{49.6, 12.42}
{53.2, 14.38}
{49.34, 8.91}
{49.93, 8.09}
{50.9, 12.72}
{47.77, 10.4}
{48.33, 10.70}
{51.22, 11.68}
{50.15, 11.68}
{53.98, 11.22}
{48.82, 12.57}
{51.47, 10.27}
{53.93, 9.77}
{50.73, 13.53}
{48.97,12.68}
{53.72, 10.4}
{48.75, 9.48}
{48.73, 9.75}
{49.5, 8.92}
{50.57, 11.87}
{49.4, 11.95}
{47.93, 9.1}
{53.05, 14.23}
{48.6, 12.05}
{48.05, 7.73}
{52.65, 9.38}
{51.30, 10.55}
{50.37, 7.72}
{54.37, 9.08}
{52.9, 9.02}
{48.62, 12.38}
{47.78, 7.600}
{52.17, 11.48}
{54.02, 8.92}
{49.9, 11.52}
{49.01, 9.06}
{47.58, 7.7}
{48.02, 8.03}
{51.30, 12.17}
{49.25, 8.21}
{51.53, 11.83}
{50.55, 11.45}
{50.82, 8.93}
{47.92, 10.85}
{53.07, 9.5}
{52.57, 8.02}
{49.4, 10.52}
{50.95, 9.85}
{51.82, 10.23}
{50.42, 7.57}
{49.02, 10.75}
{49.42, 7.62}
{49.27, 11.93}
{49.4, 12.05}
{51.18,11.97}
{54.53, 9.03}
{48., 10.35}
{48.22, 12.9}
{52.4, 7.57}
{48.38,11.93}
{47.6, 10.4}
{47.95, 10.92}
{49.74, 9.84}
{52.07,11.37}
{49.75, 11.18}
{52.55, 10.05}
{48.88, 13.58}
{48.53, 12.95}
{48.4, 10.68}
{53.68, 11.25}
{50.88, 9.87}
{53.97, 14.13}
{54.03, 12.13}
{52.82, 13.95}
{50.72, 7.93}
{49.65, 12.5}
{49.46, 8.29}
{48.87, 9.88}
{51.43, 12.12}
{48.52,11.12}
{51.53, 12.97}
{50.32, 7.520}
{53.25,9.83}
{48.48, 9.98}
{48.72, 8.85}
{48.1, 8.2}
{47.9, 12.20}
{47.77, 11.17}
{48.4, 7.98}
{51.57, 11.48}
{51.62, 12.68}
{48.17, 9.52}
{52.30, 11.07}
{49.15, 10.43}
{49.37, 8.75}
{51.05, 14.53}
{50.5,7.63}
{49.03, 10.1}
{49.37, 8.89}
{48.77, 13.31}
{48.85, 10.43}
{51.97, 11.65}
{51.37,13.78}
{47.9, 11.18}
{50.80, 9.38}
{50.82, 7.93}
{53.83, 9.48}
{49.64,8.01}
{49.08, 8.85}
{48.27, 12.28}
{48.48,10.93}
{50.32, 7.47}
{54.18, 12.23}
{47.67, 11.05}
{51.17, 10.52}
{49.19, 8.93}
{51.98, 10.27}
{49.43, 7.37}
{49.93, 7.97}
{48.2, 11.95}
{49.25, 11.4}
{49.54, 8.79}
{49.77, 6.78}
{48.87, 9.92}
{49.87, 7.9}
{49.93, 6.850}
{49.9, 11.9}
{49.03, 13.25}
{49.32, 8.34}
{48.53, 13.07}
{48.80, 13.65}
{51.48,12.37}
{49.77, 10.47}
{49.38, 9.71}
{47.6, 7.88}
{47.68,7.850}
{51.30, 11.17}
{49.17, 8.33}
{53.22,9.32}
{50.47, 11.25}
{48.07, 10.8}
{48.9, 10.93}
{51.27, 12.9}
{49.87, 7.82}
{49.63, 10.}
{48.62, 12.35}
{53.75, 8.8}
{49.39, 9.05}
{50.08, 11.98}
{49.75, 10.03}
{53.18, 10.07}
{51.17, 10.32}
{49.14, 8.02}
{47.68, 11.18}
{49.2, 9.79}
{48.88, 12.8}
{53.22, 14.22}
{51.58,10.62}
{51.62, 9.58}
{51.25, 10.18}
{52.12, 12.07}
{50.55, 13.05}
{48.63, 10.32}
{49.65, 10.88}
{48., 10.08}
{48.25, 12.37}
{50.5, 12.22}
{48.67, 10.87}
{48.2, 10.92}
{48.35, 13.27}
{49.98, 9.63}
{54.30, 9.53}
{52.78, 9.38}
{48.45, 12.12}
{49.06, 8.98}
{49.42, 8.21}
{48.43, 8.52}
{53.80, 10.13}
{51.62, 10.17}
{48.93,12.20}
{49.15, 11.75}
{50.57, 12.52}
{48.5,11.95}
{51.83, 10.72}
{51.05,10.95}
{50.03, 9.38}
{49.17, 8.82}
{48.23,11.85}
{51.13, 14.4}
{49.82, 7.72}
{48.88, 13.48}
{48.62,10.42}
{49.22, 12.77}
{49.62, 9.18}
{49.85, 7.82}
{53.53, 7.270}
{49.15,12.77}
{49.1, 13.02}
{53.6, 7.45}
{51.08, 10.33}
{47.63,7.600}
{48.48, 11.07}
{49.6, 10.43}
{53.28,10.35}
{50.53, 12.92}
{54.77, 9.18}
{48., 10.73}
{48.42, 12.9}
{51.97,11.12}
{51.43, 10.88}
{54.43, 10.02}
{52.6, 7.4}
{52.93,10.95}
{48.12, 10.45}
{53.77,10.27}
{54.23, 9.1}
{48.30, 12.6}
{47.92,9.02}
{48.48, 11.72}
{50.7, 13.02}
{54.27, 10.77}
{50.9,12.77}
{52.08, 12.70}
{51.4, 10.42}
{49.72, 6.78}
{48.37, 11.9}
{48.28, 7.770}
{52.55, 10.28}
{49.98, 11.78}
{49.67, 9.22}
{54.82, 9.52}
{53.23, 10.52}
{51.15, 10.58}
{51.47, 11.08}
{47.62, 8.17}
{49.73, 12.07}
{49.7,10.25}
{49.51, 9.53}
{53.52, 10.28}
{50.15, 10.9}
{50.47, 7.63}
{48.57,9.33}
{50.18, 7.3}
{48.25, 12.97}
{48.4, 8.33}
{48.5, 11.23}
{53.28,7.58}
{49.05, 12.98}
{47.92, 12.82}
{49.95, 9.67}
{48.6,10.27}
{49.68, 6.88}
{48.02, 8.72}
{49.26,8.14}
{48.83, 8.72}
{49.38, 7.62}
{51.87, 11.1}
{48.72,11.32}
{52.33, 14.28}
{53.35, 9.97}
{48.13, 10.58}
{49.73, 11.15}
{48.13, 10.4}
{48.05, 9.1}
{47.73, 10.78}
{54.6, 8.98}
{51.30, 11.22}
{48.42, 10.72}
{49.73, 9.67}
{49.15,10.62}
{48.55, 9.63}
{53.87, 9.88}
{50.30, 10.22}
{48.08, 12.63}
{52.42, 10.53}
{50.17, 9.78}
{51.63, 11.9}
{49.85, 6.88}
{51.52, 12.1}
{53.38, 9.6}
{53.72, 9.64}
{49.98, 7.08}
{47.92, 7.78}
{48.28, 9.8}
{48.18, 10.98}
{52.47, 11.22}
{48.18, 9.22}
{50.52, 10.17}
{50.13, 11.79}
{50.62, 10.38}
{49.35, 11.93}
{51.42, 12.15}
{49.95,7.020}
{48.6, 10.8}
{50.6, 7.62}
{52.49, 12.01}
{52.88,13.8}
{49.58, 8.06}
{48.73, 12.92}
{51.6, 12.47}
{53.35,12.73}
{49.91, 9.29}
{53.4, 14.13}
{49.52,11.38}
{49.23, 7.5}
{52.57, 9.25}
{51.12,10.93}
{49.23, 8.25}
{49.85, 7.350}
{49.46,8.26}
{53.78, 9.62}
{51.30, 13.75}
{52.25,9.1}
{48.52, 8.4}
{54.52, 9.38}
{53.53, 11.52}
{47.63, 9.83}
{49.18,12.33}
{47.92, 8.25}
{52.17, 13.67}
{51.17, 10.42}
{49.53, 10.83}
{51.82, 11.57}
{49.67, 6.58}
{50.97, 8.88}
{51.53, 13.13}
{47.97, 8.27}
{50.37, 7.98}
{48.80, 8.5}
{52.78, 9.13}
{48.27, 9.72}
{51.47, 12.20}
{49.35, 7.4}
{50.7,12.88}
{54.07, 9.9}
{49.27, 12.62}
{54.05, 10.42}
{48.30,12.83}
{54.68, 9.33}
{54.48, 8.88}
{51.67, 10.72}
{49.72,6.55}
{48.42, 11.53}
{49.85, 11.43}
{50.27, 9.67}
{53.82, 10.17}
{52.68, 10.33}
{48.18, 12.78}
{49.,11.82}
{54.87, 8.92}
{53.65, 11.5}
{48., 10.78}
{51.73, 12.35}
{49.55, 11.42}
{49.65,7.600}
{49.61, 8.18}
{52.07, 10.58}
{52.15, 11.22}
{49.80, 6.83}
{49.15,10.70}
{52.32, 11.77}
{52.12,13.70}
{52.37, 9.38}
{51.32, 10.85}
{47.73, 8.}
{52.85, 9.17}
{52.35, 8.25}
{54.38, 11.08}
{47.92, 11.1}
{48.65, 9.67}
{50.92, 14.12}
{48.27, 9.48}
{47.85, 8.85}
{53.98, 9.82}
{48.98, 9.20}
{51.03, 12.48}
{47.77, 11.63}
{49.27, 12.53}
{53.68, 9.82}
{49.30, 9.6}
{48.25, 8.22}
{50.73, 10.83}
{50.28, 7.95}
{53.53, 9.43}
{48.4, 9.4}
{51.23, 14.20}
{49.2, 10.63}
{48.62, 8.52}
{49.74, 8.24}
{47.63, 8.57}
{52.72, 9.08}
{48.23, 9.68}
{48.98, 12.98}
{49.32, 7.72}
{50.42, 7.600}
{48.85, 9.88}
{49.7,11.35}
{47.80, 9.1}
{53.68, 9.75}
{48.75, 9.98}
{48.80, 13.1}
{53.7, 10.25}
{50.72,13.42}
{49.89, 9.3}
{50.22, 12.32}
{48.7, 13.8}
{48.52, 9.95}
{48.43, 10.47}
{51.12,12.45}
{49.65, 9.87}
{51.38, 11.77}
{49.16, 8.15}
{50.38, 11.38}
{53., 7.3}
{49.83, 6.63}
{48.25, 7.78}
{51., 12.77}
{49.2, 11.85}
{48.6, 9.65}
{50.08, 9.22}
{52.43, 10.92}
{48.02, 11.82}
{49.04, 9.44}
{53.77, 13.78}
{53.2, 9.57}
{53.4, 11.92}
{48.2, 7.68}
{48.53, 13.}
{49.53, 10.48}
{49.86, 9.70}
{50.67, 10.55}
{50.23, 11.55}
{49.57, 10.53}
{52.33, 9.12}
{51.27,11.42}
{50.92, 13.57}
{49.25, 12.67}
{51.82, 11.35}
{51.67, 12.33}
{52.28, 11.68}
{48.48, 11.5}
{51.2, 11.58}
{50.38, 7.42}
{48.65, 12.53}
{51.80, 11.07}
{48.58, 11.33}
{49.30, 8.83}
{49.75, 10.72}
{50.78, 7.83}
{52.43, 10.52}
{49.4, 10.87}
{47.78, 10.8}
{48.23, 9.47}
{53.82, 12.78}
{48.97, 13.}
{49.1, 10.43}
{48.38, 12.67}
{50.5, 12.67}
{48.63, 9.52}
{53.23, 7.63}
{53.27, 10.1}
{49.84, 8.02}
{49.7, 9.84}
{49.67, 12.33}
{53.32, 9.67}
{51.80, 12.03}
{50.12, 9.20}
{49.65, 12.17}
{52.18, 11.17}
{52.4, 9.27}
{50.45, 7.98}
{53.68, 9.78}
{48.33, 8.88}
{50.27, 11.75}
{47.93, 10.62}
{48.25, 8.47}
{51.47, 11.20}
{48.96, 10.45}
{52.98, 10.75}
{54.30, 9.32}
{50.55, 11.07}
{49.47, 7.58}
{49.03, 10.38}
{48., 10.5}
{49.37, 10.42}
{49.84, 8.35}
{49.9, 8.29}
{53.47,9.45}
{48.88, 10.4}
{50.1, 9.65}
{50.02, 11.85}
{50.97,13.42}
{52.13, 11.57}
{50.28, 9.8}
{48.73, 13.13}
{48.13,8.72}
{48.98, 8.2}
{50.92, 13.93}
{48.82, 13.48}
{50.98, 11.58}
{52.33, 9.15}
{48.63, 9.63}
{50.48, 7.48}
{51.08, 14.6}
{47.97, 10.22}
{52.18, 11.57}
{51.98, 9.48}
{49.43, 9.69}
{49.47, 10.65}
{50.77, 9.18}
{47.78, 11.13}
{52.45, 8.97}
{50.42, 7.55}
{49.03, 11.9}
{51.62, 11.5}
{49.13, 9.33}
{49.93, 9.37}
{49.43, 11.75}
{54.35, 13.28}
{49.18, 13.1}
{48.55, 9.43}
{53.98, 9.53}
{49.18, 12.38}
{53.23, 9.35}
{47.88, 11.03}
{47.87, 9.38}
{48.35, 12.73}
{51.45, 9.73}
{50.97, 12.95}
{48.02, 10.3}
{51.58, 11.8}
{53.73, 10.65}
{49.2, 12.93}
{47.72, 11.42}
{53.23, 10.3}
{53.53, 7.33}
{54.30, 9.93}
{50.65, 13.22}
{53.35, 10.35}
{48.45, 12.17}
{53.53, 7.26}
{51.03,12.82}
{49.28, 9.06}
{48.03, 9.78}
{48.85, 12.}
{49.45, 11.68}
{54.32, 12.93}
{49.58, 7.7}
{53.17, 11.28}
{49.91, 8.26}
{51.32, 13.38}
{53.30, 14.25}
{52.12, 10.67}
{54.1, 10.08}
{54.7, 9.20}
{51.97, 11.4}
{51.28, 11.65}
{49.37, 10.22}
{49.27, 12.67}
{52.6, 8.83}
{50.98826, 7.69292}
{48.87, 10.56}
{49.98, 6.770}
{50.07, 7.770}
{48.48, 12.85}
{49.35, 12.6}
{48.07, 11.08}
{48.77, 9.6}
{49., 9.92}
{52.32, 9.13}
{48.7, 11.82}
{48.4,8.08}
{53.22, 14.}
{51.25, 13.88}
{49.24, 8.17}
{51.9, 11.63}
{51.80, 10.45}
{49.82, 6.5}
{49.75,11.12}
{49.17, 12.82}
{50.22, 7.83}
{49.52, 11.35}
{49.35, 8.}
{51.67, 10.18}
{51.80,10.20}
{49.72, 6.54}
{48.62, 11.47}
{50.85,13.12}
{48.78, 13.35}
{47.5, 10.23}
{49.13, 13.}
{50.38,7.72}
{50.05, 11.78}
{47.82, 10.53}
{48., 11.8}
{50.1,7.45}
{49.30, 8.17}
{49.869929, 9.209406}
{48.93, 10.72}
{49.86, 9.53}
{51.08, 11.1}
{47.5, 11.28}
{51.30,13.70}
{49.36, 8.95}
{51.67, 12.92}
{54.12, 13.6}
{52.38, 11.}
{48.18, 10.08}
{54.37, 10.28}
{52.35, 9.15}
{51.73, 11.17}
{49.95, 10.33}
{49.7,11.25}
{53., 9.57}
{50.08, 12.13}
{49.23, 12.88}
{53.6,13.93}
{49.17, 9.84}
{50.9, 11.43}
{48.5, 10.02}
{51.58, 10.3}
{50.42,7.93}
{52.6, 12.5}
{49.27, 12.82}
{49.82, 7.9}
{49.77,10.17}
{54.08, 10.07}
{50.08, 11.17}
{48.32, 10.45}
{54.63,8.93}
{48.30, 9.83}
{54.7, 9.43}
{51.72, 10.52}
{51.38,14.32}
{52.22, 11.75}
{50.55, 7.41}
{48.9, 12.22}
{52.58, 12.03}
{51.25, 12.05}
{49.93, 11.97}
{48.77, 12.82}
{48.42, 11.07}
{54.27,12.8}
{50.82, 7.82}
{51.260997, 8.529063}
{49.65, 6.45}
{52.65, 10.48}
{49.22, 8.03}
{50.37, 11.5}
{54.05, 10.08}
{49.75, 6.75}
{53.45, 11.43}
{51.55, 12.63}
{49., 10.3}
{50.02, 10.47}
{49.48, 12.38}
{53.57, 9.6}
{49.58,7.600}
{53.65, 8.52}
{48.5, 11.5}
{53.63, 10.3}
{51.5,10.45}
{49.6, 11.12}
{53.38, 9.75}
{47.88,9.12}
{51.22, 12.23}
{50.62, 10.83}
{51.68,11.57}
{52.12, 14.47}
{53.69, 9.18}
{51.32, 12.13}
{48.57,8.62}
{49.32, 9.42}
{51.27, 11.08}
{51.32, 13.67}
{51.27,14.25}
{53.53, 12.93}
{51.80, 10.22}
{49.7, 10.77}
{54.2,9.07}
{50.30, 6.91}
{48.25, 11.97}
{48.22, 9.23}
{52.47,10.68}
{48.88, 12.35}
{52.5, 10.77}
{50.25, 7.65}
{50.58, 7.62}
{53.85,10.18}
{49.92, 10.13}
{49.65, 10.43}
{49.88, 6.82}
{50.12,11.6}
{53.75, 7.48}
{54.37, 13.03}
{49.62, 11.05}
{49.92, 8.27}
{53.88, 9.97}
{49.57,11.70}
{52.7, 11.1}
{49.88, 6.92}
{48.07,10.20}
{51.87, 14.5}
{48.47, 9.77}
{52.5,7.48}
{49.63, 12.17}
{51.65, 12.37}
{50.53, 7.520}
{50.68, 11.17}
{50.78, 10.9}
